CardPrintToday,CityName,TotalNoOfPlasticCardPrint_As_On_Date,WellnessCentreName
0,DELHI/HQ/DIRECTORATE/MINISTRY,1508,"Laxminagar (Allopathy)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,683,"Nangal Raya"
0,DELHI/HQ/DIRECTORATE/MINISTRY,7,"Nauroji Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,235,"Pandara Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,143,"Parliament House Annexe"
0,DELHI/HQ/DIRECTORATE/MINISTRY,400,"Patel Nagar (West)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,517,"Pitam Pura"
0,DELHI/HQ/DIRECTORATE/MINISTRY,196,"President Estate"
0,DELHI/HQ/DIRECTORATE/MINISTRY,109,"Pusa Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1256,Rohini-16
0,DELHI/HQ/DIRECTORATE/MINISTRY,926,"Sarita Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,298,Shakurbasti
0,DELHI/HQ/DIRECTORATE/MINISTRY,99,"South Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,SubziMandi
0,DELHI/HQ/DIRECTORATE/MINISTRY,136,"Telegraph Lane"
0,DELHI/HQ/DIRECTORATE/MINISTRY,423,"Tilak Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,157,"Vivek  Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"VVIP Medical Unit"
0,DELHI/HQ/DIRECTORATE/MINISTRY,444,"ZSB (Faridabad-II)"
0,Guwahati,9,Aizawl
0,Hyderabad,4,Tarnaka
0,Kanpur,2,Gwalior
0,Kolkata,515,Belvedere
0,Kolkata,739,"Mint Colony"
0,Kolkata,417,"Salt Lake EB"
0,Nagpur,3,Tikrapara
0,Patna,15,"Salimpur Dumra"
0,Trivandrum,12,"Sasthamangalam WC"
0,Bengaluru,12,Domlur
0,Chandigarh,2,"Chandigrah wc 2"
0,Chandigarh,3,Jalandhar
0,Chennai,2,GUINDY
0,DELHI/HQ/DIRECTORATE/MINISTRY,39,"C.B.I. Colony"
0,DELHI/HQ/DIRECTORATE/MINISTRY,89,"Dr. Zakir Hussain Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1684,Gurugram
0,DELHI/HQ/DIRECTORATE/MINISTRY,1069,Indirapuram
0,DELHI/HQ/DIRECTORATE/MINISTRY,70,"Kasturba Nagar-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1035,"M.B. Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,390,"Minto Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1125,Noida
0,DELHI/HQ/DIRECTORATE/MINISTRY,400,"Patel Nagar (West)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,Patparganj
0,DELHI/HQ/DIRECTORATE/MINISTRY,259,"Pragati Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,298,Shakurbasti
0,DELHI/HQ/DIRECTORATE/MINISTRY,99,"South Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,567,"Sriniwas Puri"
0,DELHI/HQ/DIRECTORATE/MINISTRY,25,"Supreme court"
0,DELHI/HQ/DIRECTORATE/MINISTRY,423,"Tilak Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,142,"Tri Nagar"
0,Guwahati,9,Aizawl
0,Hyderabad,1,Himayatnagar
0,Jabalpur,1014,"Kamla Nehru Nagar"
0,Jaipur,5,"Vidhyadhar Nagar"
0,Kolkata,248,"Bhowanipore- Kalighat"
0,Kolkata,593,Narkeldanga
0,Kolkata,767,Santagachi
0,Kolkata,952,Shyambazar
0,Kolkata,1622,Siliguri
0,Kolkata,1130,Tollygunj
0,Nagpur,2,"Medical Square"
0,Patna,15,"Salimpur Dumra"
0,Shillong,247,"Agartala WC"
0,Shillong,46,"Imphal WC"
0,Trivandrum,26,Kochi
0,Bengaluru,4,Gangenahali
0,Chennai,3,COIMBATORE
0,Chennai,7,MEENAMBAKKAM
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,39,"C.B.I. Colony"
0,DELHI/HQ/DIRECTORATE/MINISTRY,974,Dwarka-23
0,DELHI/HQ/DIRECTORATE/MINISTRY,6,"FAP, MEA, Chanakyapuri"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1874,Ghaziabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,429,"GKG WC"
0,DELHI/HQ/DIRECTORATE/MINISTRY,2448,"Jharoda Kalan"
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"Kasturba Nagar-I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,70,"Kasturba Nagar-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,796,"Kidwai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,201,"Lajpat Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,136,"North Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"Parliament House FAP"
0,DELHI/HQ/DIRECTORATE/MINISTRY,524,"Paschim Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,580,"Rajouri Garden"
0,DELHI/HQ/DIRECTORATE/MINISTRY,910,Shahdara
0,DELHI/HQ/DIRECTORATE/MINISTRY,1089,Sonipat
0,DELHI/HQ/DIRECTORATE/MINISTRY,805,"Sunder Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1404,"Vasant Kunj"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1635,"Yamuna Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,444,"ZSB (Faridabad-II)"
0,Hyderabad,2,Guntur
0,Hyderabad,4,Kakatiyanagar
0,Kolkata,515,Belvedere
0,Kolkata,925,Doverlane
0,Kolkata,391,"Lake Area"
0,Kolkata,912,"Lake Town"
0,Kolkata,1512,"Salt Lake IC"
0,Lucknow,3,"Gomti Nagar"
0,Patna,2,Chhapra
0,Patna,6,"Patna City"
0,Shillong,357,"Laitumkhrah WC"
0,Chennai,7,MEENAMBAKKAM
0,DELHI/HQ/DIRECTORATE/MINISTRY,974,Dwarka-23
0,DELHI/HQ/DIRECTORATE/MINISTRY,2439,"Dwarka -9"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1684,Gurugram
0,DELHI/HQ/DIRECTORATE/MINISTRY,2448,"Jharoda Kalan"
0,DELHI/HQ/DIRECTORATE/MINISTRY,332,"Kali Bari"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"Malviya Nagar"
0,Patna,4,Muzaffarpur
0,Patna,15,"Salimpur Dumra"
0,Prayagraj,4,"Bada Lal Pur"
0,Trivandrum,5,Kannur
0,Bengaluru,4,Gangenahali
0,Chennai,3,COIMBATORE
0,DELHI/HQ/DIRECTORATE/MINISTRY,290,"Aliganj, Lodhi Road 1"
0,DELHI/HQ/DIRECTORATE/MINISTRY,258,"Chanakya Puri"
0,DELHI/HQ/DIRECTORATE/MINISTRY,525,"Dilshad Garden"
0,DELHI/HQ/DIRECTORATE/MINISTRY,974,Dwarka-23
0,DELHI/HQ/DIRECTORATE/MINISTRY,2436,"Dwarka -9"
0,DELHI/HQ/DIRECTORATE/MINISTRY,6,"FAP, MEA, Chanakyapuri"
0,DELHI/HQ/DIRECTORATE/MINISTRY,592,"Gole Market"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1215,"Greater Noida"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1732,"Janak Puri-1"
0,DELHI/HQ/DIRECTORATE/MINISTRY,288,"Janak Puri-2"
0,DELHI/HQ/DIRECTORATE/MINISTRY,214,"Kalkaji -II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"Kasturba Nagar-I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,795,"Kidwai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1503,"Laxminagar (Allopathy)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"Malviya Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,126,"Mayur Vihar Ph-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,458,"Moti Bagh"
0,DELHI/HQ/DIRECTORATE/MINISTRY,167,Paharganj
0,DELHI/HQ/DIRECTORATE/MINISTRY,143,"Parliament House Annexe"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"Parliament House FAP"
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,Patparganj
0,DELHI/HQ/DIRECTORATE/MINISTRY,60,"Pratap Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,196,"President Estate"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1737,"Pushp Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,580,"Rajouri Garden"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1210,"R.K. Puram I,Sec.-4"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"R.K. Puram VI,Sec.-3"
0,DELHI/HQ/DIRECTORATE/MINISTRY,423,"Tilak Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,294,"Vasant Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"VVIP Medical Unit"
0,Guwahati,9,Aizawl
0,Jaipur,4,"Janta Colony"
0,Jaipur,5,"Vidhyadhar Nagar"
0,Kolkata,270,"AIIH&PH Campus"
0,Kolkata,2203,Airport
0,Kolkata,248,"Bhowanipore- Kalighat"
0,Kolkata,308,Jalpaiguri
0,Kolkata,391,"Lake Area"
0,Kolkata,593,Narkeldanga
0,Kolkata,952,Shyambazar
0,Nagpur,2,Wadi
0,Patna,4,Muzaffarpur
0,Shillong,357,"Laitumkhrah WC"
0,Bengaluru,12,Domlur
0,Bhopal,2,Jahangirabad
0,Chennai,7,MEENAMBAKKAM
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"ChitraGupta Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,864,"Delhi Cantt"
0,DELHI/HQ/DIRECTORATE/MINISTRY,376,"Dev Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,9,"FAP CGO complex"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1874,Ghaziabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,1215,"Greater Noida"
0,DELHI/HQ/DIRECTORATE/MINISTRY,378,Jangpura
0,DELHI/HQ/DIRECTORATE/MINISTRY,214,"Kalkaji -II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,795,"Kidwai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,201,"Lajpat Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1502,"Laxminagar (Allopathy)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,541,"Lodhi Road II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,126,"Mayur Vihar Ph-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,390,"Minto Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,724,Munirka
0,DELHI/HQ/DIRECTORATE/MINISTRY,248,"Naraina Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1015,Narela
0,DELHI/HQ/DIRECTORATE/MINISTRY,1922,"Palam Colony"
0,DELHI/HQ/DIRECTORATE/MINISTRY,143,"Parliament House Annexe"
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,Patparganj
0,DELHI/HQ/DIRECTORATE/MINISTRY,259,"Pragati Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,196,"President Estate"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1737,"Pushp Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,330,"R.K. Puram III,Sec.-6"
0,DELHI/HQ/DIRECTORATE/MINISTRY,99,"South Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,SubziMandi
0,DELHI/HQ/DIRECTORATE/MINISTRY,25,"Supreme court"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1087,Timarpur
0,DELHI/HQ/DIRECTORATE/MINISTRY,294,"Vasant Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1634,"Yamuna Vihar"
0,Guwahati,9,Aizawl
0,Kolkata,2203,Airport
0,Kolkata,1903,"BBD Bag"
0,Kolkata,739,"Mint Colony"
0,Kolkata,417,"Salt Lake EB"
0,Kolkata,952,Shyambazar
0,Kolkata,1620,Siliguri
0,Kolkata,1130,Tollygunj
0,Nagpur,2,"Medical Square"
0,Patna,2,Chhapra
0,Prayagraj,4,"Bada Lal Pur"
0,Bengaluru,12,Domlur
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,Chandigarh,2,"Chandigrah wc 2"
0,Chennai,3,COIMBATORE
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,21,"CAG Building"
0,DELHI/HQ/DIRECTORATE/MINISTRY,39,"C.B.I. Colony"
0,DELHI/HQ/DIRECTORATE/MINISTRY,376,"Dev Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1871,Ghaziabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,639,"Gurugram, Sector-55"
0,DELHI/HQ/DIRECTORATE/MINISTRY,330,"Kali Bari"
0,DELHI/HQ/DIRECTORATE/MINISTRY,214,"Kalkaji -II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,795,"Kidwai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1503,"Laxminagar (Allopathy)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"Malviya Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,126,"Mayur Vihar Ph-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,210,"New Rajinder Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"Parliament House FAP"
0,DELHI/HQ/DIRECTORATE/MINISTRY,60,"Pratap Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,331,"R.K. Puram III,Sec.-6"
0,DELHI/HQ/DIRECTORATE/MINISTRY,646,"R.K. Puram V,Sec.-12"
0,DELHI/HQ/DIRECTORATE/MINISTRY,13,"Sarojini nagar II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,416,"Shalimar Bagh"
0,Hyderabad,2,Guntur
0,Jabalpur,1009,"Kamla Nehru Nagar"
0,Jabalpur,1189,"Napier Town"
0,Kolkata,1903,"BBD Bag"
0,Kolkata,1605,"Ishapore Wellness Centre"
0,Kolkata,911,"Lake Town"
0,Kolkata,739,"Mint Colony"
0,Kolkata,593,Narkeldanga
0,Kolkata,1512,"Salt Lake IC"
0,Kolkata,952,Shyambazar
0,Kolkata,1130,Tollygunj
0,Nagpur,3,Tikrapara
0,Patna,4,Darbhanga
0,Pune,1,Mukundnagar
0,Ranchi,5,"New AG Colony"
0,Shillong,357,"Laitumkhrah WC"
0,Shillong,376,"Raj Bhawan WC"
0,Ahmedabad,5,Pragatinagar
0,Bengaluru,12,Domlur
0,Bengaluru,4,Gangenahali
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,268,"Ashok Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,525,"Dilshad Garden"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1215,"Greater Noida"
0,DELHI/HQ/DIRECTORATE/MINISTRY,363,"Hauz Khas"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1069,Indirapuram
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"Kasturba Nagar-I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,795,"Kidwai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,906,"Laxmi Bai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1502,"Laxminagar (Allopathy)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,541,"Lodhi Road II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"Malviya Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,248,"Naraina Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1015,Narela
0,DELHI/HQ/DIRECTORATE/MINISTRY,235,"Pandara Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,400,"Patel Nagar (West)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,109,"Pusa Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1737,"Pushp Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,441,"R.K. Puram II,Sec.2"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"R.K. Puram VI,Sec.-3"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1316,Rohini-7
0,DELHI/HQ/DIRECTORATE/MINISTRY,99,"South Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1087,Timarpur
0,DELHI/HQ/DIRECTORATE/MINISTRY,1404,"Vasant Kunj"
0,Hyderabad,2,Guntur
0,Hyderabad,2,Vijayawada
0,Jabalpur,480,Adhartal
0,Kolkata,391,"Lake Area"
0,Kolkata,830,"Salt Lake AF"
0,Kolkata,1512,"Salt Lake IC"
0,Kolkata,952,Shyambazar
0,Lucknow,6,Aliganj
0,Pune,1,Mukundnagar
0,Shillong,46,"Imphal WC"
0,Trivandrum,5,Kannur
0,Trivandrum,26,Kochi
0,Bengaluru,4,Gangenahali
0,Bhopal,4,"Indore Welness Center"
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,Chennai,3,COIMBATORE
0,Chennai,7,MEENAMBAKKAM
0,DELHI/HQ/DIRECTORATE/MINISTRY,125,"Chandni Chowk"
0,DELHI/HQ/DIRECTORATE/MINISTRY,376,"Dev Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,974,Dwarka-23
0,DELHI/HQ/DIRECTORATE/MINISTRY,2436,"Dwarka -9"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1685,Gurugram
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,683,"Nangal Raya"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1015,Narela
0,DELHI/HQ/DIRECTORATE/MINISTRY,305,"Noida Sec-82"
0,DELHI/HQ/DIRECTORATE/MINISTRY,136,"North Avenue"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"Parliament House FAP"
0,DELHI/HQ/DIRECTORATE/MINISTRY,259,"Pragati Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,47,"Rajpur Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1259,Rohini-16
0,DELHI/HQ/DIRECTORATE/MINISTRY,24,"Sarojini nagar I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1088,Sonipat
0,DELHI/HQ/DIRECTORATE/MINISTRY,136,"Telegraph Lane"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1404,"Vasant Kunj"
0,Hyderabad,3,Begumpet
0,Hyderabad,4,Tarnaka
0,Hyderabad,2,Vijayawada
0,Jabalpur,1009,"Kamla Nehru Nagar"
0,Jabalpur,292,"Vaidyanathan Nagar"
0,Kanpur,2,Gwalior
0,Kolkata,1903,"BBD Bag"
0,Kolkata,248,"Bhowanipore- Kalighat"
0,Kolkata,308,Jalpaiguri
0,Kolkata,391,"Lake Area"
0,Kolkata,1345,Rajdanga
0,Kolkata,830,"Salt Lake AF"
0,Kolkata,1620,Siliguri
0,Lucknow,3,"Gomti Nagar"
0,Patna,6,"Patna City"
0,Pune,1,Camp
0,Trivandrum,2,Vanchiyoor
0,Bengaluru,4,Gangenahali
0,Bengaluru,3,Jayanagar
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,Chandigarh,2,"Chandigrah wc 2"
0,Chennai,4,"ANNA NAGAR"
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,89,"Dr. Zakir Hussain Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1027,Faridabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,288,"Janak Puri-2"
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"Kasturba Nagar-I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,390,"Minto Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,305,"Noida Sec-82"
0,DELHI/HQ/DIRECTORATE/MINISTRY,235,"Pandara Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,517,"Pitam Pura"
0,DELHI/HQ/DIRECTORATE/MINISTRY,109,"Pusa Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,441,"R.K. Puram II,Sec.2"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1211,"R.K. Puram I,Sec.-4"
0,DELHI/HQ/DIRECTORATE/MINISTRY,646,"R.K. Puram V,Sec.-12"
0,DELHI/HQ/DIRECTORATE/MINISTRY,925,"Sarita Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1089,Sonipat
0,DELHI/HQ/DIRECTORATE/MINISTRY,157,"Vivek  Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1635,"Yamuna Vihar"
0,Guwahati,4,Itanagar
0,Hyderabad,2,Guntur
0,Jabalpur,292,"Vaidyanathan Nagar"
0,Kolkata,515,Belvedere
0,Kolkata,593,Narkeldanga
0,Kolkata,830,"Salt Lake AF"
0,Kolkata,417,"Salt Lake EB"
0,Kolkata,952,Shyambazar
0,Nagpur,2,"Medical Square"
0,Nagpur,3,Tikrapara
0,Prayagraj,4,"Bada Lal Pur"
0,Pune,1,Mukundnagar
0,Ranchi,5,"New AG Colony"
0,Shillong,376,"Raj Bhawan WC"
0,Trivandrum,2,Vanchiyoor
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,Chennai,3,COIMBATORE
0,Chennai,2,GUINDY
0,DELHI/HQ/DIRECTORATE/MINISTRY,21,"CAG Building"
0,DELHI/HQ/DIRECTORATE/MINISTRY,354,"ChitraGupta Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,864,"Delhi Cantt"
0,DELHI/HQ/DIRECTORATE/MINISTRY,974,Dwarka-23
0,DELHI/HQ/DIRECTORATE/MINISTRY,966,"Kingsway Camp"
0,DELHI/HQ/DIRECTORATE/MINISTRY,906,"Laxmi Bai Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,126,"Mayur Vihar Ph-II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,383,"Nanak Pura"
0,DELHI/HQ/DIRECTORATE/MINISTRY,248,"Naraina Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,7,"Nauroji Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,400,"Patel Nagar (West)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,580,"Rajouri Garden"
0,DELHI/HQ/DIRECTORATE/MINISTRY,331,"R.K. Puram III,Sec.-6"
0,DELHI/HQ/DIRECTORATE/MINISTRY,441,"R.K. Puram II,Sec.2"
0,DELHI/HQ/DIRECTORATE/MINISTRY,365,"R.K. Puram VI,Sec.-3"
0,DELHI/HQ/DIRECTORATE/MINISTRY,646,"R.K. Puram V,Sec.-12"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1316,Rohini-7
0,DELHI/HQ/DIRECTORATE/MINISTRY,591,Sahibabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,1089,Sonipat
0,DELHI/HQ/DIRECTORATE/MINISTRY,222,SubziMandi
0,DELHI/HQ/DIRECTORATE/MINISTRY,805,"Sunder Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1404,"Vasant Kunj"
0,Hyderabad,2,Vijayawada
0,Jabalpur,1007,"Head Post Office Compound"
0,Kolkata,2203,Airport
0,Kolkata,1001,BEHALA
0,Kolkata,925,Doverlane
0,Kolkata,593,Narkeldanga
0,Kolkata,417,"Salt Lake EB"
0,Pune,1,Camp
0,Shillong,357,"Laitumkhrah WC"
0,Chennai,3,COIMBATORE
0,Chennai,2,GUINDY
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,290,"Aliganj, Lodhi Road 1"
0,DELHI/HQ/DIRECTORATE/MINISTRY,39,"C.B.I. Colony"
0,DELHI/HQ/DIRECTORATE/MINISTRY,125,"Chandni Chowk"
0,DELHI/HQ/DIRECTORATE/MINISTRY,354,"ChitraGupta Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1871,Ghaziabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,1683,Gurugram
0,DELHI/HQ/DIRECTORATE/MINISTRY,1069,Indirapuram
0,DELHI/HQ/DIRECTORATE/MINISTRY,330,"Kali Bari"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1015,Narela
0,DELHI/HQ/DIRECTORATE/MINISTRY,1125,Noida
0,DELHI/HQ/DIRECTORATE/MINISTRY,305,"Noida Sec-82"
0,DELHI/HQ/DIRECTORATE/MINISTRY,259,"Pragati Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,60,"Pratap Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,646,"R.K. Puram V,Sec.-12"
0,DELHI/HQ/DIRECTORATE/MINISTRY,136,"Telegraph Lane"
0,DELHI/HQ/DIRECTORATE/MINISTRY,423,"Tilak Nagar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,516,Vikaspuri
0,DELHI/HQ/DIRECTORATE/MINISTRY,1634,"Yamuna Vihar"
0,Guwahati,9,Aizawl
0,Hyderabad,3,Begumpet
0,Hyderabad,2,Guntur
0,Hyderabad,2,Vijayawada
0,Jabalpur,480,Adhartal
0,Jaipur,5,"Vidhyadhar Nagar"
0,Kolkata,1605,"Ishapore Wellness Centre"
0,Kolkata,1512,"Salt Lake IC"
0,Patna,15,"Salimpur Dumra"
0,Pune,1,Camp
0,Ranchi,5,"New AG Colony"
0,Trivandrum,9,"Calicut WC"
0,Bhopal,2,Jahangirabad
0,Bhubaneswar,2,"WC-1 (Bhubaneswar)"
0,Dehradun,3,"P & T"
0,DELHI/HQ/DIRECTORATE/MINISTRY,864,"Delhi Cantt"
0,DELHI/HQ/DIRECTORATE/MINISTRY,9,"FAP CGO complex"
0,DELHI/HQ/DIRECTORATE/MINISTRY,1684,Gurugram
0,DELHI/HQ/DIRECTORATE/MINISTRY,378,Jangpura
0,DELHI/HQ/DIRECTORATE/MINISTRY,214,"Kalkaji -II"
0,DELHI/HQ/DIRECTORATE/MINISTRY,357,"Kasturba Nagar-I"
0,DELHI/HQ/DIRECTORATE/MINISTRY,383,"Nanak Pura"
0,DELHI/HQ/DIRECTORATE/MINISTRY,280,"Netaji Nagar (RKP13)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,524,"Paschim Vihar"
0,DELHI/HQ/DIRECTORATE/MINISTRY,400,"Patel Nagar (West)"
0,DELHI/HQ/DIRECTORATE/MINISTRY,47,"Rajpur Road"
0,DELHI/HQ/DIRECTORATE/MINISTRY,591,Sahibabad
0,DELHI/HQ/DIRECTORATE/MINISTRY,516,Vikaspuri
0,DELHI/HQ/DIRECTORATE/MINISTRY,1,"VVIP Medical Unit"
0,DELHI/HQ/DIRECTORATE/MINISTRY,444,"ZSB (Faridabad-II)"
0,Guwahati,9,Aizawl
0,Kanpur,2,Gwalior
0,Kolkata,1001,BEHALA
0,Kolkata,1605,"Ishapore Wellness Centre"
0,Kolkata,1130,Tollygunj
